,popularity,budget,revenue,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
2736,0.471789,62000000,18720175,125,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']",85,5.4,2001,76352263.2350183,23053673.0549291
2738,0.467091,100000,490475,86,['Drama'],28,6.6,2001,123148.811669384,604014.134035412
2741,0.453846,2079000,4099000,183,"['Drama', 'Romance']",32,7.3,2001,2560263.7946065,5047869.79032806
2742,0.451722,28000000,14010832,98,"['Action', 'Horror', 'Science Fiction']",135,4.6,2001,34481667.2674276,17254173.1129938
2743,0.447612,22000000,19351569,90,"['Comedy', 'Romance', 'Crime']",75,5.2,2001,27092738.5672645,23831227.2628809
2745,0.443923,48000000,35743308,132,"['Comedy', 'Drama', 'Romance']",54,6.4,2001,59111429.6013044,44017459.0533279
2747,0.439101,75000000,13596911,95,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",128,5.6,2001,92361608.7520382,16744434.3202438
2751,0.421293,14000000,10424470,86,"['Comedy', 'Romance']",43,5.3,2001,17240833.6337138,12837610.9278314
2753,0.414311,38000000,207283925,106,"['Action', 'Crime', 'Thriller']",2505,6.4,2001,46796548.434366,255267690.419157
2754,0.40848,6000000,705308,96,"['Drama', 'Comedy']",30,5.7,2001,7388928.70016306,868578.420609101
2755,0.405522,13000000,91038276,112,"['Drama', 'Family', 'Romance', 'Music']",194,6.4,2001,16009345.5170199,112112555.058294
2760,0.386262,35000000,147934180,88,"['Action', 'Comedy', 'Family', 'Adventure']",467,5.5,2001,43102084.0842845,182179184.722848
2761,0.38279,35000000,29400000,123,"['Crime', 'Drama', 'Mystery', 'Thriller']",84,6.1,2001,43102084.0842845,36205750.630799
2764,0.381751,75000000,67631903,123,"['Action', 'Comedy', 'Crime', 'Romance']",173,6.1,2001,92361608.7520382,83287884.8538907
2765,0.380227,22000000,84772742,84,"['Action', 'Comedy']",145,4.5,2001,27092738.5672645,104396624.392553
2766,0.379856,15000000,12000000,92,"['Crime', 'Thriller']",46,5.7,2001,18472321.7504076,14777857.4003261
2769,0.541416,13000000,16929123,99,"['Drama', 'Romance']",57,6.6,2001,16009345.5170199,20848013.8005484
2772,0.20867,94000000,54744738,116,['Action'],90,4.8,2001,115759882.969221,67417494.2985179
2773,0.348262,24000000,14782676,89,['Comedy'],28,6.1,2001,29555714.8006522,18204689.8269352
2777,0.328665,35000000,13678913,94,"['Action', 'Western']",26,5.8,2001,43102084.0842845,16845418.8087889
2778,0.324227,87000000,351692268,131,"['Crime', 'Drama', 'Thriller', 'Horror']",772,6.3,2001,107139466.152364,433104848.775106
2779,0.323191,75000000,54249294,89,"['Mystery', 'Thriller', 'Crime']",50,5.4,2001,92361608.7520382,66807360.9000306
2782,0.501163,10000000,44460850,83,"['Animation', 'Comedy', 'Family']",42,6.5,2001,12314881.1669384,54753008.4331074
2793,0.299969,34000000,19693891,108,"['Drama', 'Comedy', 'Romance']",35,4.8,2001,41870595.9675906,24252792.7379638
2794,0.274314,5000000,295206,97,['Comedy'],163,6.5,2001,6157440.58346921,363542.680976722
2800,0.353327,1500000,416925,98,['Drama'],78,6.8,2001,1847232.17504076,513438.18305258
2801,0.269944,12000000,17292381,86,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",18,5.3,2001,14777857.4003261,21295361.7108424
2802,0.263042,75000000,5409517,93,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']",37,4.0,2001,92361608.7520382,6661755.90255333
2805,0.251798,250000,4186931,91,"['Comedy', 'Drama', 'Romance']",10,6.3,2001,307872.02917346,5156155.77191707
2810,0.239869,11000000,23978402,86,"['Action', 'Comedy', 'Crime']",20,4.4,2001,13546369.2836322,29529117.1203078
2820,0.167033,93000000,368780809,92,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1366,5.6,2001,114528394.852527,454149183.948242
2823,0.20688,57000000,62112895,131,"['Drama', 'History', 'Romance']",67,5.6,2001,70194822.651549,76491292.0859524
2832,0.195196,1000000,10013424,97,['Comedy'],22,5.9,2001,1231488.11669384,12331412.6634169
2836,0.191566,40000000,27053815,104,"['Action', 'Adventure', 'Drama']",32,5.1,2001,49259524.6677537,33316451.6837336
2837,0.189393,7000000,3646994,114,"['Drama', 'Mystery', 'Thriller']",19,5.7,2001,8620416.8168569,4491229.77265374
2840,0.185009,700000,1667192,97,['Drama'],13,5.2,2001,862041.68168569,2053127.13624704
2845,0.164669,6000000,2025238,95,"['Comedy', 'Crime', 'Thriller']",12,5.9,2001,7388928.70016306,2494056.5304768
2846,0.26321,11000000,13276953,81,"['Crime', 'Comedy']",31,5.4,2001,13546369.2836322,16350409.8454026
2849,0.148963,10000000,7316658,96,"['Action', 'Horror', 'Thriller']",17,4.0,2001,12314881.1669384,9010377.38091294
2854,0.12891,7000000,10229331,93,"['Action', 'Comedy']",15,5.6,2001,8620416.8168569,12597299.5682279
2855,0.128169,15000000,163169,111,"['Action', 'Horror', 'Mystery', 'Thriller']",10,3.7,2001,18472321.7504076,200940.684512817
2856,0.126065,5000000,5476060,94,"['Action', 'Comedy', 'Thriller']",19,5.8,2001,6157440.58346921,6743702.81630248
2865,0.089976,16000000,29381649,130,"['Drama', 'Comedy', 'Crime']",29,7.4,2001,19703809.8671014,36183151.5923695
2875,8.46666799999999,185000000,1001921825,152,"['Drama', 'Action', 'Crime', 'Thriller']",8432,8.1,2008,187365527.254695,1014733032.48168
2876,5.678119,180000000,521311860,98,"['Animation', 'Family']",4209,7.6,2008,182301594.08565,527977683.854196
2877,4.977955,140000000,585174222,126,"['Action', 'Science Fiction', 'Adventure']",6220,7.3,2008,141790128.733283,592656630.491278
2878,3.647612,25000000,226830568,93,"['Action', 'Thriller', 'Crime']",3075,7.2,2008,25319665.8452291,229730967.409741
2879,3.16167,185000000,786636033,122,"['Adventure', 'Action']",1537,5.6,2008,187365527.254695,796694459.895067
2880,3.107665,37000000,392616625,122,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2013,5.8,2008,37473105.4509392,397636870.011266
2881,3.086676,200000000,586090727,106,"['Adventure', 'Action', 'Thriller', 'Crime']",2149,6.0,2008,202557326.761833,593584854.505097
2882,3.036644,130000000,631744560,90,"['Animation', 'Family']",1938,6.8,2008,131662262.395191,639822446.349653
2883,2.90047,19000000,18755936,109,"['Comedy', 'Adventure', 'Romance']",167,5.9,2008,19242946.0423741,18995761.2853801
2884,2.543535,52000000,609841637,108,"['Comedy', 'Romance']",805,6.2,2008,52664904.9580767,617639458.693902
2885,2.537342,150000000,333932083,166,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",1899,7.2,2008,151917995.071375,338201950.262453
2886,2.511394,145000000,401128639,112,"['Adventure', 'Fantasy', 'Action', 'Thriller']",826,5.1,2008,146854061.902329,406257724.017262
2887,2.349544,150000000,163712074,114,"['Science Fiction', 'Action', 'Adventure']",1868,6.1,2008,151917995.071375,165805400.340377
2888,2.245306,33000000,269958228,116,['Drama'],1809,7.6,2008,33421958.9157025,273410085.005207
2889,2.217084,150000000,603900354,89,"['Family', 'Animation']",1147,6.1,2008,151917995.071375,611622206.683824
2890,2.188028,85000000,160388063,120,"['Adventure', 'Fantasy', 'Science Fiction']",927,6.4,2008,86086863.8737792,162438886.428942
2891,2.017536,85000000,222231186,88,"['Adventure', 'Fantasy', 'Science Fiction']",1082,5.9,2008,86086863.8737792,225072774.796359
2892,1.996757,45000000,101702060,93,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",704,5.7,2008,45575398.5214125,103002486.998857
2893,1.982998,75000000,258270008,110,"['Action', 'Thriller', 'Crime']",1670,6.3,2008,75958997.5356875,261572412.016186
2895,1.929591,15000000,377910544,120,"['Drama', 'Romance']",1547,7.5,2008,15191799.5071375,382742747.738751
2896,1.886872,30000000,108979549,104,"['Action', 'Adventure', 'Thriller', 'Crime']",719,5.9,2008,30383599.014275,110373030.585751
2897,1.845165,75000000,200276000,121,"['Drama', 'Thriller', 'History', 'War']",725,6.6,2008,75958997.5356875,202836855.872764
2898,1.841839,105000000,266000000,109,"['Adventure', 'Action', 'Drama', 'Fantasy']",586,5.2,2008,106342596.549962,269401244.593238
2899,1.800286,150000000,624029371,92,"['Fantasy', 'Action']",1764,6.0,2008,151917995.071375,632008606.053142
2900,1.742288,15000000,42000000,131,"['Drama', 'Thriller', 'War']",1207,7.2,2008,15191799.5071375,42537038.619985
2901,1.682909,35000000,170000000,99,"['Comedy', 'Romance']",573,5.8,2008,35447532.1833208,172173727.747558
2902,1.628345,225000000,419651413,150,"['Adventure', 'Family', 'Fantasy']",891,6.1,2008,227876992.607062,425017341.94553
2903,1.622426,92000000,188072649,107,"['Action', 'Comedy']",970,6.4,2008,93176370.3104434,190477465.092283
2904,1.611632,80000000,178066569,118,"['Mystery', 'Thriller', 'Action']",645,6.2,2008,81022930.7047334,180343441.011457
2905,1.61062,12500000,20416563,94,"['War', 'Drama']",746,7.6,2008,12659832.9226145,20677622.1147228
2906,1.605544,50000000,113244290,92,"['Action', 'Thriller']",570,6.2,2008,50639331.6904583,114692303.267209
2907,1.583079,45000000,73762516,105,"['Action', 'Thriller', 'Science Fiction']",743,5.9,2008,45575398.5214125,74705690.2809348
2908,1.561177,23000000,150816700,98,"['Music', 'Drama', 'Romance']",369,6.4,2008,23294092.5776108,152745137.915207
2909,1.559851,80000000,233093859,103,"['Drama', 'Science Fiction', 'Thriller']",585,5.1,2008,81022930.7047334,236074344.818198
2911,1.531599,55000000,168167691,123,['Drama'],1235,7.4,2008,55703264.8595042,170317989.68335
2912,1.499784,25000000,170764026,85,"['Action', 'Thriller', 'Science Fiction']",1373,6.4,2008,25319665.8452291,172947523.068241
2913,1.480497,150000000,309979994,96,"['Animation', 'Family', 'Adventure', 'Comedy']",1119,6.3,2008,151917995.071375,313943594.671445
2914,1.475988,30000000,105173115,111,"['Comedy', 'Romance', 'Drama']",750,6.3,2008,30383599.014275,106517925.108074
2915,1.468543,130000000,49554002,165,['Drama'],411,6.3,2008,131662262.395191,50187630.8773527
2916,1.462377,70000000,225990978,104,"['Comedy', 'Romance']",1032,6.3,2008,70895064.3666417,228880641.879861
2917,1.462242,60000000,244082376,115,"['Comedy', 'Family']",820,6.8,2008,60767198.02855,247203367.961183
2918,1.446456,70000000,113280098,128,"['Action', 'Drama', 'Thriller']",530,6.5,2008,70895064.3666417,114728569.130992
2919,1.435434,37000000,163720069,96,"['Comedy', 'Drama']",738,6.3,2008,37473105.4509392,165813497.569514
2920,1.400898,30000000,160259319,111,"['Comedy', 'Romance']",610,6.1,2008,30383599.014275,162308496.226559
2921,1.380024,60000000,57490374,106,"['Adventure', 'Family', 'Fantasy']",302,5.8,2008,60767198.02855,58225482.35989
2922,1.377239,35000000,69823199,123,"['Drama', 'Crime']",907,6.5,2008,35447532.1833208,70716002.6769976
2923,1.354387,20000000,64822796,112,"['Thriller', 'Crime', 'Drama']",413,6.4,2008,20255732.6761833,65651661.3549383
2924,1.351237,65000000,128107642,98,['Comedy'],678,6.6,2008,65831131.1975958,129745707.506409
2926,1.34132,70000000,111231041,112,['Comedy'],281,5.3,2008,70895064.3666417,112653311.589479
2927,1.300453,20000000,41627431,115,"['Drama', 'Action']",276,6.5,2008,20255732.6761833,42159705.7166133
2928,1.273395,27000000,101624843,111,"['Action', 'Comedy']",719,6.6,2008,27345239.1128475,102924282.653355
2929,1.254928,6000000,44703995,109,"['Drama', 'Romance']",539,7.0,2008,6076719.802855,45275608.6138718
2930,1.22837,80000000,212874442,99,"['Fantasy', 'Comedy', 'Family', 'Romance']",599,5.8,2008,81022930.7047334,215596389.537184
2931,1.210534,20500000,10089373,102,"['Action', 'Crime']",147,5.5,2008,20762125.9930879,10218382.1179151
2932,1.172718,35000000,85416905,100,['Action'],359,5.3,2008,35447532.1833208,86509099.6853474
2933,1.169851,35000000,72436439,110,"['Horror', 'Thriller', 'Mystery']",238,6.0,2008,35447532.1833208,73362657.2199331
2934,1.14205499999999,40000000,151161491,90,"['Drama', 'Action', 'Thriller', 'Crime']",455,6.2,2008,40511465.3523667,153094337.631464
2935,1.133017,24000000,42105111,102,['Comedy'],439,6.0,2008,24306879.21142,42643493.6358513
2936,1.121487,80000000,230685453,110,"['Action', 'Comedy', 'Thriller']",637,5.9,2008,81022930.7047334,233635143.412612
2937,1.103468,28000000,92380927,99,['Comedy'],328,6.3,2008,28358025.7466566,93562168.0845004
2942,1.064766,70000000,72108608,101,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",436,5.4,2008,70895064.3666417,73030634.3649848
2944,1.054819,15000000,32002538,107,"['Comedy', 'Drama', 'Crime']",794,7.3,2008,15191799.5071375,32411742.7343699
2945,1.043504,55000000,113020255,141,"['Crime', 'Drama', 'Mystery']",642,7.1,2008,55703264.8595042,114465403.613703
2946,1.019335,90000000,162839667,95,"['Adventure', 'Family', 'Fantasy']",276,6.2,2008,91150797.042825,164921838.191535
2947,1.01377,12000000,43493123,107,"['Comedy', 'Adventure']",317,6.0,2008,12153439.60571,44049253.637018
2953,0.95684,20000000,65569869,109,"['Action', 'Crime', 'Drama', 'Thriller']",173,6.2,2008,20255732.6761833,66408286.903818
2954,0.951793,9000000,32973937,89,"['Comedy', 'Drama', 'Music', 'Romance']",213,6.4,2008,9115079.7042825,33395562.6576655
2955,0.943042,80000000,163733697,88,"['Comedy', 'Romance', 'Drama']",221,5.3,2008,81022930.7047334,165827299.82576
2957,0.938555,7000000,8900000,97,"['Adventure', 'Science Fiction']",106,6.8,2008,7089506.43666417,9013801.04090159
2958,0.931752,25000000,70442940,97,"['Romance', 'Comedy']",299,5.6,2008,25319665.8452291,71343668.0782211
2960,0.900342,8500000,68282844,98,"['Thriller', 'Animation', 'Action', 'Science Fiction', 'Adventure']",261,6.0,2008,8608686.38737792,69155951.7216765
2961,0.892309,10800000,113857533,92,"['Horror', 'Thriller', 'Crime']",437,5.9,2008,10938095.645139,115313387.580886
2962,0.885215,62000000,41819064,87,"['Comedy', 'Romance']",144,4.5,2008,62792771.2961683,42353789.0576101
2963,0.879116,120000000,93945766,135,"['Family', 'Action', 'Science Fiction']",194,5.6,2008,121534396.0571,95147016.1077637
2964,0.866771,15000000,96408652,96,"['Drama', 'Romance']",563,6.7,2008,15191799.5071375,97641394.1291594
2965,0.865104999999999,85000000,297138014,88,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",558,6.2,2008,86086863.8737792,300937408.975801
2968,0.826564,55000000,127906624,104,"['Action', 'Adventure', 'Fantasy']",243,6.2,2008,55703264.8595042,129542119.162854
2971,0.822759,60000000,73174566,101,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",195,5.8,2008,60767198.02855,74110222.3795867
2972,0.802785,15000000,5926410,111,"['Thriller', 'Crime', 'Mystery']",71,6.3,2008,15191799.5071375,6002188.83447298
2973,0.798582,22000000,23530831,114,"['Drama', 'Action', 'Thriller', 'Crime']",98,6.2,2008,22281305.9438016,23831711.1192224
2974,0.787623,90000000,201596308,113,"['Comedy', 'Action']",606,5.6,2008,91150797.042825,204174046.167676
2975,0.785951,32000000,51155219,137,"['Action', 'Drama', 'History', 'War']",344,6.6,2008,32409172.2818933,51809322.0527807
2977,0.774511,35000000,32483410,101,['Drama'],119,5.8,2008,35447532.1833208,32898763.468543
2980,0.764367,9000000,82391145,90,"['Thriller', 'Horror', 'Mystery']",241,5.9,2008,9115079.7042825,83444650.400233
2982,0.759672999999999,20000000,54586584,128,"['History', 'Drama']",325,7.1,2008,20255732.6761833,55284562.6605013
2983,0.749838,50000000,7033683,115,"['Fantasy', 'Action', 'Science Fiction']",167,6.0,2008,50639331.6904583,7123620.12885076
2984,0.748854,30000000,68369434,104,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",312,5.4,2008,30383599.014275,69243648.916298
2985,0.743689,20000000,50907234,104,"['Drama', 'Mystery']",197,6.7,2008,20255732.6761833,51558166.1593956
2988,0.721663,55000000,17869048,90,"['Adventure', 'Family', 'Fantasy']",358,6.1,2008,55703264.8595042,18097532.9732944
2989,0.720175,40000000,84601681,101,"['Comedy', 'Romance']",240,5.8,2008,40511465.3523667,85683451.714587
2992,0.715969,25000000,17741298,107,"['Drama', 'Thriller', 'Crime', 'Mystery']",107,5.8,2008,25319665.8452291,17968149.4808253
2993,0.714882,18000000,25739015,114,"['Action', 'Crime', 'Thriller']",508,6.8,2008,18230159.408565,26068130.3594136
2994,0.709809,12000000,56309766,98,"['Drama', 'Horror', 'Thriller']",171,5.6,2008,12153439.60571,57029778.3577219
2995,0.702302,13000000,14894347,112,"['Drama', 'Romance']",37,6.3,2008,13166226.2395191,15084795.5609156
2996,0.696406,45000000,42487390,99,"['Action', 'Crime', 'Thriller']",231,5.0,2008,45575398.5214125,43030660.6974372
2997,0.68675,30000000,84646831,84,['Comedy'],182,4.0,2008,30383599.014275,85729179.0311034
2998,0.68078,25000000,11207130,113,"['Drama', 'War']",37,6.1,2008,25319665.8452291,11350431.4673617
3002,0.666414,25000000,19844979,121,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",187,6.3,2008,25319665.8452291,20098729.4794236
3003,0.66173,60000000,39031337,103,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",205,4.6,2008,60767198.02855,39530416.4133012
3005,0.651467,11500000,186702,108,"['Drama', 'Thriller']",58,6.1,2008,11647046.2888054,189089.290105439
3007,0.646243999999999,20000000,20211394,115,"['Drama', 'Western', 'Crime']",154,6.2,2008,20255732.6761833,20469829.6938508
3008,0.645064,18000000,382174,98,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",29,4.3,2008,18230159.408565,387060.718989384
3009,0.642656,60000000,163403799,91,"['Thriller', 'Science Fiction']",490,4.8,2008,60767198.02855,165493183.540839
3010,0.634961,30000000,22211426,105,"['Action', 'Thriller', 'Science Fiction']",162,5.8,2008,30383599.014275,22495435.3706414
3011,0.634256,12000000,7070330,103,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']",52,5.7,2008,12153439.60571,7160735.72061997
3014,0.630893,2000000,11125849,90,"['Drama', 'Animation', 'War']",168,7.7,2008,2025573.26761833,11268111.156979
3017,0.620489,65000000,415252786,145,"['Comedy', 'Drama', 'Romance']",309,6.1,2008,65831131.1975958,420562471.312818
3018,0.615524,15000000,8762890,102,"['Comedy', 'Music']",78,5.4,2008,15191799.5071375,8874937.86554001
3020,0.6067,60000000,50877145,100,"['Animation', 'Comedy', 'Family']",174,5.7,2008,60767198.02855,51527692.4223709
3023,0.598695,35000000,25871834,85,"['Action', 'Comedy', 'Science Fiction']",170,4.9,2008,35447532.1833208,26202647.6673295
3024,0.595488,11000000,38105395,114,"['Adventure', 'Drama']",80,7.2,2008,11140652.9719008,38592634.7320186
3026,0.593722,15000000,1143856,90,"['Drama', 'Thriller', 'Mystery', 'Romance']",25,5.1,2008,15191799.5071375,1158482.06780241
3027,0.589940999999999,20000000,149281606,91,"['Adventure', 'Comedy', 'Family']",118,5.1,2008,20255732.6761833,151190415.230366
3029,0.579469999999999,35000000,75225693,119,"['Drama', 'Romance']",430,6.5,2008,35447532.1833208,76187576.3894318
3031,0.576989,5000000,16174377,102,"['Comedy', 'Drama']",111,6.2,2008,5063933.16904583,16381192.8357904
3042,0.531905,8500000,8936663,98,"['Adventure', 'Action', 'Thriller']",88,6.2,2008,8608686.38737792,9050932.83725693
3044,0.527397999999999,30000000,31148328,130,"['Thriller', 'Crime', 'Drama']",118,6.3,2008,30383599.014275,31546610.2639038
3047,0.518011,6000000,69497,85,['Comedy'],13,5.0,2008,6076719.802855,70385.6326898357
3048,0.517412,30000000,63833449,99,['Comedy'],130,5.8,2008,30383599.014275,64649663.9371391
3050,0.513438,7000000,6230276,94,['Comedy'],16,4.8,2008,7089506.43666417,6309940.25774204
3053,0.505290999999999,20000000,13204291,133,"['Drama', 'Romance']",30,6.0,2008,20255732.6761833,13373129.4337266
3056,0.499165,20000000,5530764,114,"['Adventure', 'Comedy', 'Drama', 'Romance']",110,6.8,2008,20255732.6761833,5601483.85395292
3057,0.498026,60000000,50650079,90,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",205,5.1,2008,60767198.02855,51297723.0125784
3059,0.481188,12000000,40855419,89,"['Horror', 'Science Fiction', 'Thriller']",165,5.3,2008,12153439.60571,41377822.2818731
3061,0.480116,3500000,5231128,75,"['Action', 'Adventure', 'Animation', 'Science Fiction']",66,6.3,2008,3544753.21833208,5298016.51814488
3075,0.45518,12000000,3148182,110,"['Drama', 'Romance']",76,6.5,2008,12153439.60571,3188436.65039861
3076,0.453602,25000000,2000000,93,"['Drama', 'Mystery', 'Thriller', 'Romance']",111,5.5,2008,25319665.8452291,2025573.26761833
3077,0.451304,27000000,44352417,117,"['Adventure', 'Comedy', 'Drama', 'Family']",127,6.0,2008,27345239.1128475,44919535.1147304
3078,0.450911,40000000,9793496,130,['Drama'],39,7.1,2008,40511465.3523667,9918721.84706354
3080,0.436441,3500000,1115493,97,['Thriller'],35,6.0,2008,3544753.21833208,1129756.40050768
3081,0.436406,16000000,50007546,114,"['Comedy', 'Drama', 'Romance']",60,4.6,2008,16204586.1409466,50646974.1783971
3082,0.432911,10000000,22896728,100,"['Action', 'Adventure', 'Comedy']",32,5.1,2008,10127866.3380916,23189500.0763641
3085,0.427022999999999,2000000,38135878,123,"['Action', 'Drama', 'History', 'War']",28,6.7,2008,2025573.26761833,38623507.506977
3089,0.421518,37000000,63800345,81,"['Animation', 'Family']",60,5.1,2008,37473105.4509392,64616136.6484135
3091,0.417779,20000000,27640028,110,"['Drama', 'Crime', 'Thriller']",147,5.8,2008,20255732.6761833,27993450.9165111
3110,0.389554,8376800,13000000,213,"['Action', 'Adventure', 'Drama', 'Foreign', 'History']",48,7.8,2008,8483911.07409263,13166226.2395191
3114,0.382852,3000000,3830137,92,"['Comedy', 'Drama']",54,6.1,2008,3038359.9014275,3879111.55925794
3116,0.374034,5000000,1296184,106,"['Action', 'Adventure', 'Comedy', 'Thriller']",41,5.5,2008,5063933.16904583,1312757.8301573
3117,0.371517,6000000,2899975,99,['Drama'],40,6.3,2008,6076719.802855,2937055.91838074
3118,0.368391,25000000,6673422,104,"['Comedy', 'Drama']",68,5.1,2008,25319665.8452291,6758752.60336804
3133,0.345926,11500000,69564,93,"['Comedy', 'Crime', 'Mystery', 'Thriller']",53,6.2,2008,11647046.2888054,70453.4893943009
3134,0.812489,25000000,14109284,87,"['Action', 'Comedy']",130,3.3,2008,25319665.8452291,14289694.2478175
3137,0.359217,45000000,9323833,160,"['Thriller', 'Drama', 'Action', 'Crime', 'War']",51,6.3,2008,45575398.5214125,9443053.43826883
3143,0.335116,20000000,36620508,101,['Comedy'],127,5.3,2008,20255732.6761833,37088761.0257016
3144,0.333395,19000000,23550000,130,['Drama'],48,6.3,2008,19242946.0423741,23851125.2262058
3147,0.326352,15000000,3533227,98,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",130,5.7,2008,15191799.5071375,3578405.07981366
3149,0.32288,8000000,2033165,111,"['Action', 'Adventure', 'Horror', 'Science Fiction']",61,5.1,2008,8102293.07047334,2059162.33632861
3158,0.308655,21000000,17600000,120,"['Drama', 'Comedy']",34,5.7,2008,21268519.3099925,17825044.7550413
3176,0.282905,25100000,29506464,131,"['Drama', 'History']",71,5.6,2008,25420944.5086101,29883752.3501713
3180,0.280555,500000,33456317,122,['Drama'],54,7.5,2008,506393.316904583,33884110.6740824
3183,0.278543,7000000,10569964,95,"['Comedy', 'Drama', 'Romance']",34,5.5,2008,7089506.43666417,10705118.259044
3193,0.768409,37000000,100076342,96,"['Adventure', 'Comedy', 'Family', 'Fantasy']",183,5.5,2008,37473105.4509392,101355981.538115
3198,0.259988,25000000,30000000,87,"['Animation', 'Comedy', 'Family', 'Fantasy']",89,5.4,2008,25319665.8452291,30383599.014275
3206,0.659884,27000000,17286299,110,"['Comedy', 'Romance', 'Drama']",106,6.0,2008,27345239.1128475,17507332.5752287
3215,0.239048,4000000,530048,103,"['Drama', 'History', 'War']",41,6.8,2008,4051146.53523667,536825.529677281
3217,0.234772,6000000,391410,108,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",18,4.7,2008,6076719.802855,396414.816339246
3225,0.224471,35000000,43650785,114,"['Comedy', 'Drama']",31,6.1,2008,35447532.1833208,44208931.6032777
3235,0.21503,9100000,76000000,183,"['Action', 'Drama', 'Foreign', 'Mystery', 'Thriller']",53,6.9,2008,9216358.36766342,76971784.1694967
3239,0.352054,200000,3,42,"['Adventure', 'Action', 'Comedy', 'Science Fiction', 'Music']",140,7.7,2008,202557.326761833,3.0383599014275
3243,0.193779,2300000,11100000,155,"['Drama', 'Comedy', 'Romance']",18,6.4,2008,2329409.25776108,11241931.6352817
3257,0.168979,5000000,4040588,110,"['Comedy', 'Drama']",31,6.4,2008,5063933.16904583,4092253.51912971
3272,0.281186,6000000,1300000,138,['Drama'],10,7.1,2008,6076719.802855,1316622.62395191
3276,0.147656999999999,4180000,11000000,153,"['Drama', 'Comedy', 'Romance', 'Foreign']",11,5.8,2008,4233448.12932232,11140652.9719008
3291,0.086287,2500000,107559,90,"['Drama', 'Science Fiction', 'Thriller']",18,5.8,2008,2531966.58452291,108934.31754588
3296,0.127309999999999,15000000,317000,102,"['Drama', 'Romance']",30,6.6,2008,15191799.5071375,321053.362917506
3311,0.101795,11000000,15500000,80,['Horror'],11,4.2,2008,11140652.9719008,15698192.824042
3340,0.021371,3500000,7700000,90,['Documentary'],12,4.5,2008,3544753.21833208,7798457.08033059
3372,7.95922799999999,140000000,370569774,124,"['Action', 'Adventure', 'Science Fiction']",5025,6.5,2011,135715725.962806,359229613.559164
3373,5.903353,15000000,76175166,100,"['Drama', 'Action', 'Thriller', 'Crime']",2347,7.3,2011,14540970.638872,73844056.8144804
3374,5.711315,125000000,1327817822,130,"['Adventure', 'Family', 'Fantasy']",3750,7.7,2011,121174755.323934,1287183997.56487
3375,4.95513,380000000,1021683000,136,"['Adventure', 'Action', 'Fantasy']",3180,6.3,2011,368371256.184759,990417500.348983
3376,4.50453,93000000,482860185,105,"['Thriller', 'Action', 'Drama', 'Science Fiction']",2578,6.9,2011,90154017.9610069,468083718.184356
3377,4.12352,150000000,444115007,115,"['Adventure', 'Fantasy', 'Action']",4485,6.5,2011,145409706.38872,430524218.471298
3378,3.596188,40000000,173930596,109,"['Action', 'Thriller', 'Science Fiction']",2068,6.6,2011,38775921.7036588,168607979.309168
3379,3.355611,50000000,28931401,105,"['Fantasy', 'Thriller', 'Action', 'Crime']",378,5.3,2011,48469902.1295736,28046043.4988289
3380,3.186679,40000000,51070807,93,"['Action', 'Thriller', 'Crime']",678,6.3,2011,38775921.7036588,49507940.3393668
3381,2.994474,32000000,147332697,93,"['Thriller', 'Science Fiction', 'Mystery']",1668,7.0,2011,31020737.3629271,142824028.081522
3382,2.95274,145000000,694713380,133,"['Action', 'Thriller', 'Adventure']",3036,6.7,2011,140562716.175763,673453790.734105
3383,2.924415,50000000,142851197,118,"['Comedy', 'Drama', 'Romance']",1577,6.9,2011,48469902.1295736,138479670.753648
3384,2.776061,90000000,232617430,158,"['Thriller', 'Crime', 'Mystery', 'Drama']",1679,7.1,2011,87245823.8332325,225498881.314658
3385,2.754426,27000000,161849455,105,"['Thriller', 'Mystery', 'Science Fiction']",2445,7.0,2011,26173747.1499697,156896544.871496
3386,2.726573,150000000,665692281,91,"['Animation', 'Family']",1207,6.6,2011,145409706.38872,645320794.169652
3387,2.690458,80000000,214918407,117,"['Romance', 'Comedy']",1010,6.3,2011,77551843.4073177,208341483.062677
3388,2.686643,35000000,117000000,98,"['Comedy', 'Crime']",1417,6.4,2011,33928931.4907015,113419570.983202
