popularity,budget,revenue,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.228797,6000000,14717854,92,Horror,25,5.0,1977,21586686.1954221,52951615.9613396
0.219941,22000000,12000000,121,Action,48,7.4,1977,79151182.7165477,43173372.3908442
0.219941,22000000,12000000,121,Thriller,48,7.4,1977,79151182.7165477,43173372.3908442
0.219941,22000000,12000000,121,Adventure,48,7.4,1977,79151182.7165477,43173372.3908442
0.191541,810000,1258000,106,Drama,12,5.8,1977,2914202.63638198,4526008.5389735
0.191541,810000,1258000,106,Thriller,12,5.8,1977,2914202.63638198,4526008.5389735
0.191541,810000,1258000,106,Mystery,12,5.8,1977,2914202.63638198,4526008.5389735
0.164123,500000,17000000,97,Horror,16,5.7,1977,1798890.51628517,61162277.5536959
0.164123,500000,17000000,97,Science Fiction,16,5.7,1977,1798890.51628517,61162277.5536959
0.175656999999999,1200000,9000000,80,Animation,26,6.0,1977,4317337.23908442,32380029.2931331
0.175656999999999,1200000,9000000,80,Fantasy,26,6.0,1977,4317337.23908442,32380029.2931331
0.175656999999999,1200000,9000000,80,Science Fiction,26,6.0,1977,4317337.23908442,32380029.2931331
0.137351,230000,25000000,89,Horror,57,6.0,1977,827489.63749118,89944525.8142588
9.432768,237000000,2781505847,162,Action,8458,7.1,2009,240886902.887613,2827123750.41189
9.432768,237000000,2781505847,162,Adventure,8458,7.1,2009,240886902.887613,2827123750.41189
9.432768,237000000,2781505847,162,Fantasy,8458,7.1,2009,240886902.887613,2827123750.41189
9.432768,237000000,2781505847,162,Science Fiction,8458,7.1,2009,240886902.887613,2827123750.41189
6.098027,70000000,319131050,153,Drama,3969,7.7,2009,71148030.3887467,324364937.762752
6.098027,70000000,319131050,153,Action,3969,7.7,2009,71148030.3887467,324364937.762752
6.098027,70000000,319131050,153,Thriller,3969,7.7,2009,71148030.3887467,324364937.762752
6.098027,70000000,319131050,153,War,3969,7.7,2009,71148030.3887467,324364937.762752
5.806897,35000000,91327197,92,Fantasy,979,6.2,2009,35574015.1943733,92825002.6782151
5.806897,35000000,91327197,92,Action,979,6.2,2009,35574015.1943733,92825002.6782151
5.806897,35000000,91327197,92,Adventure,979,6.2,2009,35574015.1943733,92825002.6782151
5.806897,35000000,91327197,92,Science Fiction,979,6.2,2009,35574015.1943733,92825002.6782151
5.806897,35000000,91327197,92,Thriller,979,6.2,2009,35574015.1943733,92825002.6782151
5.076472,250000000,933959197,153,Adventure,3220,7.3,2009,254100108.531238,949276533.285793
5.076472,250000000,933959197,153,Fantasy,3220,7.3,2009,254100108.531238,949276533.285793
5.076472,250000000,933959197,153,Family,3220,7.3,2009,254100108.531238,949276533.285793
4.90890199999999,175000000,731342744,96,Animation,4225,7.6,2009,177870075.971866,743337082.495734
4.90890199999999,175000000,731342744,96,Comedy,4225,7.6,2009,177870075.971866,743337082.495734
4.90890199999999,175000000,731342744,96,Family,4225,7.6,2009,177870075.971866,743337082.495734
4.90890199999999,175000000,731342744,96,Adventure,4225,7.6,2009,177870075.971866,743337082.495734
3.82957,150000000,385680446,127,Science Fiction,3417,7.3,2009,152460065.118743,392005772.747905
3.82957,150000000,385680446,127,Action,3417,7.3,2009,152460065.118743,392005772.747905
3.82957,150000000,385680446,127,Adventure,3417,7.3,2009,152460065.118743,392005772.747905
3.789633,200000000,371353001,115,Drama,1670,5.8,2009,203280086.82499,377443351.430004
3.789633,200000000,371353001,115,Action,1670,5.8,2009,203280086.82499,377443351.430004
3.789633,200000000,371353001,115,Thriller,1670,5.8,2009,203280086.82499,377443351.430004
3.789633,200000000,371353001,115,Science Fiction,1670,5.8,2009,203280086.82499,377443351.430004
3.744956,30000000,210819611,112,Action,2141,7.1,2009,30492013.0237486,214277144.142453
3.744956,30000000,210819611,112,Thriller,2141,7.1,2009,30492013.0237486,214277144.142453
3.744956,30000000,210819611,112,Science Fiction,2141,7.1,2009,30492013.0237486,214277144.142453
3.431559,90000000,524028679,128,Adventure,4118,6.9,2009,91476039.0712458,532622976.829525
3.431559,90000000,524028679,128,Drama,4118,6.9,2009,91476039.0712458,532622976.829525
3.431559,90000000,524028679,128,Action,4118,6.9,2009,91476039.0712458,532622976.829525
3.431559,90000000,524028679,128,Comedy,4118,6.9,2009,91476039.0712458,532622976.829525
3.431559,90000000,524028679,128,Thriller,4118,6.9,2009,91476039.0712458,532622976.829525
3.244139,7500000,60722734,95,Comedy,1778,7.3,2009,7623003.25593715,61718613.198854
3.244139,7500000,60722734,95,Drama,1778,7.3,2009,7623003.25593715,61718613.198854
3.244139,7500000,60722734,95,Romance,1778,7.3,2009,7623003.25593715,61718613.198854
3.154914,90000000,886686817,94,Animation,1392,6.4,2009,91476039.0712458,901228865.731673
3.154914,90000000,886686817,94,Comedy,1392,6.4,2009,91476039.0712458,901228865.731673
3.154914,90000000,886686817,94,Family,1392,6.4,2009,91476039.0712458,901228865.731673
3.154914,90000000,886686817,94,Adventure,1392,6.4,2009,91476039.0712458,901228865.731673
3.15306,35000000,459270619,100,Comedy,4134,7.1,2009,35574015.1943733,466802856.532436
3.038063,130000000,185258983,162,Action,1751,6.8,2009,132132056.436243,188297310.746747
3.038063,130000000,185258983,162,Mystery,1751,6.8,2009,132132056.436243,188297310.746747
3.038063,130000000,185258983,162,Science Fiction,1751,6.8,2009,132132056.436243,188297310.746747
2.979786,200000000,769653595,158,Action,3533,5.6,2009,203280086.82499,782276248.083831
2.979786,200000000,769653595,158,Adventure,3533,5.6,2009,203280086.82499,782276248.083831
2.979786,200000000,769653595,158,Science Fiction,3533,5.6,2009,203280086.82499,782276248.083831
2.846465,30000000,48428063,79,Action,851,6.5,2009,30492013.0237486,49222304.2570306
2.846465,30000000,48428063,79,Adventure,851,6.5,2009,30492013.0237486,49222304.2570306
2.846465,30000000,48428063,79,Animation,851,6.5,2009,30492013.0237486,49222304.2570306
2.846465,30000000,48428063,79,Science Fiction,851,6.5,2009,30492013.0237486,49222304.2570306
2.846465,30000000,48428063,79,Thriller,851,6.5,2009,30492013.0237486,49222304.2570306
2.841562,150000000,356613439,138,Thriller,1275,6.3,2009,152460065.118743,362462054.214392
2.841562,150000000,356613439,138,Mystery,1275,6.3,2009,152460065.118743,362462054.214392
2.463982,105000000,267045765,97,Romance,706,6.5,2009,106722045.58312,271425431.47723
2.463982,105000000,267045765,97,Family,706,6.5,2009,106722045.58312,271425431.47723
2.463982,105000000,267045765,97,Animation,706,6.5,2009,106722045.58312,271425431.47723
2.463982,105000000,267045765,97,Music,706,6.5,2009,106722045.58312,271425431.47723
2.367474,29000000,309208309,129,Drama,1078,7.1,2009,29475612.5896236,314279459.502642
2.041804,23600000,102391382,88,Comedy,2165,7.1,2009,23987050.2453489,104070645.115453
2.041804,23600000,102391382,88,Horror,2165,7.1,2009,23987050.2453489,104070645.115453
1.971027,50000000,709827462,130,Adventure,1388,5.6,2009,50820021.7062476,721468940.530613
1.971027,50000000,709827462,130,Fantasy,1388,5.6,2009,50820021.7062476,721468940.530613
1.971027,50000000,709827462,130,Drama,1388,5.6,2009,50820021.7062476,721468940.530613
1.971027,50000000,709827462,130,Romance,1388,5.6,2009,50820021.7062476,721468940.530613
1.926432,40000000,177259441,129,Comedy,612,6.0,2009,40656017.3649981,180166572.785146
1.926432,40000000,177259441,129,Romance,612,6.0,2009,40656017.3649981,180166572.785146
1.926432,40000000,177259441,129,Drama,612,6.0,2009,40656017.3649981,180166572.785146
1.906998,175000000,302469017,118,Adventure,1470,5.7,2009,177870075.971866,307429640.188147
1.906998,175000000,302469017,118,Action,1470,5.7,2009,177870075.971866,307429640.188147
1.906998,175000000,302469017,118,Thriller,1470,5.7,2009,177870075.971866,307429640.188147
1.906998,175000000,302469017,118,Science Fiction,1470,5.7,2009,177870075.971866,307429640.188147
1.895894,40000000,317375031,108,Comedy,1084,6.7,2009,40656017.3649981,322580119.28882
1.895894,40000000,317375031,108,Romance,1084,6.7,2009,40656017.3649981,322580119.28882
1.895894,40000000,317375031,108,Drama,1084,6.7,2009,40656017.3649981,322580119.28882
1.860267,38000000,205298907,96,Comedy,584,6.3,2009,38623216.4967482,208665898.200178
1.860267,38000000,205298907,96,Romance,584,6.3,2009,38623216.4967482,208665898.200178
1.849649,100000000,242988466,90,Animation,1116,6.4,2009,101640043.412495,246973582.329756
1.849649,100000000,242988466,90,Comedy,1116,6.4,2009,101640043.412495,246973582.329756
1.849649,100000000,242988466,90,Family,1116,6.4,2009,101640043.412495,246973582.329756
1.826169,40000000,46471023,87,Adventure,711,7.5,2009,40656017.3649981,47233167.9514307
1.826169,40000000,46471023,87,Animation,711,7.5,2009,40656017.3649981,47233167.9514307
1.826169,40000000,46471023,87,Comedy,711,7.5,2009,40656017.3649981,47233167.9514307
1.826169,40000000,46471023,87,Family,711,7.5,2009,40656017.3649981,47233167.9514307
1.75384,60000000,124596398,100,Animation,711,7.1,2009,60984026.0474972,126639833.017605
1.75384,60000000,124596398,100,Family,711,7.1,2009,60984026.0474972,126639833.017605
1.752134,150000000,413106170,105,Adventure,1108,5.9,2009,152460065.118743,419881290.527696
1.752134,150000000,413106170,105,Fantasy,1108,5.9,2009,152460065.118743,419881290.527696
1.752134,150000000,413106170,105,Action,1108,5.9,2009,152460065.118743,419881290.527696
1.752134,150000000,413106170,105,Comedy,1108,5.9,2009,152460065.118743,419881290.527696
1.752134,150000000,413106170,105,Family,1108,5.9,2009,152460065.118743,419881290.527696
1.732516,20000000,136267476,102,Comedy,765,6.0,2009,20328008.682499,138502321.763511
1.71488699999999,200000000,325233863,96,Animation,619,6.6,2009,203280086.82499,330567839.545335
1.71488699999999,200000000,325233863,96,Drama,619,6.6,2009,203280086.82499,330567839.545335
1.673879,65000000,93525586,136,Fantasy,600,6.6,2009,66066028.2181219,95059446.2121906
1.673879,65000000,93525586,136,Drama,600,6.6,2009,66066028.2181219,95059446.2121906
1.64173899999999,26000000,183293131,91,Action,510,5.4,2009,26426411.2872487,186299217.920521
1.64173899999999,26000000,183293131,91,Adventure,510,5.4,2009,26426411.2872487,186299217.920521
1.64173899999999,26000000,183293131,91,Comedy,510,5.4,2009,26426411.2872487,186299217.920521
1.64173899999999,26000000,183293131,91,Family,510,5.4,2009,26426411.2872487,186299217.920521
1.575231,16000000,47801389,93,Drama,976,7.7,2009,16262406.9459992,48585352.5313757
1.575231,16000000,47801389,93,Family,976,7.7,2009,16262406.9459992,48585352.5313757
1.542135,53000000,126690726,109,Drama,900,7.2,2009,53869223.0086225,128768508.906005
1.542135,53000000,126690726,109,Crime,900,7.2,2009,53869223.0086225,128768508.906005
1.542135,53000000,126690726,109,Thriller,900,7.2,2009,53869223.0086225,128768508.906005
1.535278,30000000,33333531,115,Thriller,296,5.3,2009,30492013.0237486,33880215.3793176
1.535278,30000000,33333531,115,Science Fiction,296,5.3,2009,30492013.0237486,33880215.3793176
1.487114,20000000,34560577,96,Action,560,5.9,2009,20328008.682499,35127385.4664088
1.487114,20000000,34560577,96,Thriller,560,5.9,2009,20328008.682499,35127385.4664088
1.487114,20000000,34560577,96,Crime,560,5.9,2009,20328008.682499,35127385.4664088
1.453639,33000000,20645327,108,Action,406,6.2,2009,33541214.3261234,20983919.3254516
1.453639,33000000,20645327,108,Horror,406,6.2,2009,33541214.3261234,20983919.3254516
1.453639,33000000,20645327,108,Mystery,406,6.2,2009,33541214.3261234,20983919.3254516
1.453639,33000000,20645327,108,Science Fiction,406,6.2,2009,33541214.3261234,20983919.3254516
1.453639,33000000,20645327,108,Thriller,406,6.2,2009,33541214.3261234,20983919.3254516
1.398364,30000000,90842646,99,Horror,498,6.1,2009,30492013.0237486,92332504.8314594
1.398364,30000000,90842646,99,Thriller,498,6.1,2009,30492013.0237486,92332504.8314594
1.357091,50000000,155446362,121,Action,817,5.7,2009,50820021.7062476,157995749.819944
1.357091,50000000,155446362,121,Adventure,817,5.7,2009,50820021.7062476,157995749.819944
1.357091,50000000,155446362,121,Drama,817,5.7,2009,50820021.7062476,157995749.819944
1.357091,50000000,155446362,121,Mystery,817,5.7,2009,50820021.7062476,157995749.819944
1.357091,50000000,155446362,121,Science Fiction,817,5.7,2009,50820021.7062476,157995749.819944
1.328218,5000000,9760104,97,Science Fiction,1027,7.4,2009,5082002.17062476,9920173.94270469
1.328218,5000000,9760104,97,Drama,1027,7.4,2009,5082002.17062476,9920173.94270469
1.324927,150000000,292817841,88,Fantasy,340,5.1,2009,152460065.118743,297620180.711931
1.324927,150000000,292817841,88,Action,340,5.1,2009,152460065.118743,297620180.711931
1.324927,150000000,292817841,88,Adventure,340,5.1,2009,152460065.118743,297620180.711931
1.324927,150000000,292817841,88,Family,340,5.1,2009,152460065.118743,297620180.711931
1.324927,150000000,292817841,88,Comedy,340,5.1,2009,152460065.118743,297620180.711931
1.30199,100000000,150166126,106,Thriller,551,6.1,2009,101640043.412495,152628915.657262
1.30199,100000000,150166126,106,Drama,551,6.1,2009,101640043.412495,152628915.657262
1.30199,100000000,150166126,106,Crime,551,6.1,2009,101640043.412495,152628915.657262
1.297769,18500000,31912793,100,Comedy,305,5.8,2009,18803408.0313116,32436176.6593397
1.297769,18500000,31912793,100,Romance,305,5.8,2009,18803408.0313116,32436176.6593397
1.297769,18500000,31912793,100,Fantasy,305,5.8,2009,18803408.0313116,32436176.6593397
1.290519,40000000,108332743,104,Comedy,445,6.0,2009,40656017.3649981,110109447.015147
1.290519,40000000,108332743,104,Romance,445,6.0,2009,40656017.3649981,110109447.015147
1.267182,50000000,40828540,95,Action,484,5.6,2009,50820021.7062476,41498145.780688
1.267182,50000000,40828540,95,Thriller,484,5.6,2009,50820021.7062476,41498145.780688
1.267182,50000000,40828540,95,Science Fiction,484,5.6,2009,50820021.7062476,41498145.780688
1.26001,47000000,3547209,141,Science Fiction,827,7.8,2009,47770820.4038728,3605384.76753194
1.26001,47000000,3547209,141,Drama,827,7.8,2009,47770820.4038728,3605384.76753194
1.26001,47000000,3547209,141,Romance,827,7.8,2009,47770820.4038728,3605384.76753194
1.26001,47000000,3547209,141,Fantasy,827,7.8,2009,47770820.4038728,3605384.76753194
1.232312,70000000,171844840,113,Comedy,372,5.3,2009,71148030.3887467,174663169.978133
1.232312,70000000,171844840,113,Romance,372,5.3,2009,71148030.3887467,174663169.978133
1.223786,26000000,43318349,104,Drama,381,6.7,2009,26426411.2872487,44028788.7291762
1.223786,26000000,43318349,104,Thriller,381,6.7,2009,26426411.2872487,44028788.7291762
1.223786,26000000,43318349,104,War,381,6.7,2009,26426411.2872487,44028788.7291762
1.218657,32000000,27635305,111,Adventure,600,6.7,2009,32524813.8919985,28088535.9991754
1.218657,32000000,27635305,111,Drama,600,6.7,2009,32524813.8919985,28088535.9991754
1.19445499999999,175000000,381509870,94,Animation,932,6.0,2009,177870075.971866,387766797.490954
1.19445499999999,175000000,381509870,94,Family,932,6.0,2009,177870075.971866,387766797.490954
1.19445499999999,175000000,381509870,94,Adventure,932,6.0,2009,177870075.971866,387766797.490954
1.19445499999999,175000000,381509870,94,Science Fiction,932,6.0,2009,177870075.971866,387766797.490954
1.159118,3000000,2357852,123,Drama,124,6.6,2009,3049201.30237486,2396521.79640238
1.14937,40000000,129540499,123,Romance,341,6.5,2009,40656017.3649981,131665019.420363
1.14937,40000000,129540499,123,Drama,341,6.5,2009,40656017.3649981,131665019.420363
1.145724,15000000,8459458,96,Drama,297,5.9,2009,15246006.5118743,8598196.78366181
1.145724,15000000,8459458,96,Thriller,297,5.9,2009,15246006.5118743,8598196.78366181
1.145724,15000000,8459458,96,Mystery,297,5.9,2009,15246006.5118743,8598196.78366181
1.138277,80000000,214104620,140,History,853,6.5,2009,81312034.7299962,217616028.716158
1.138277,80000000,214104620,140,Crime,853,6.5,2009,81312034.7299962,217616028.716158
1.138277,80000000,214104620,140,Drama,853,6.5,2009,81312034.7299962,217616028.716158
1.104112,16000000,31556061,100,Comedy,441,5.2,2009,16262406.9459992,32073594.0996735
1.104112,16000000,31556061,100,Horror,441,5.2,2009,16262406.9459992,32073594.0996735
1.099003,20000000,41596251,123,Horror,707,6.5,2009,20328008.682499,42278447.5743705
1.099003,20000000,41596251,123,Thriller,707,6.5,2009,20328008.682499,42278447.5743705
1.099003,20000000,41596251,123,Mystery,707,6.5,2009,20328008.682499,42278447.5743705
1.085541,15000000,40105542,99,Comedy,192,4.6,2009,15246006.5118743,40763290.2996165
1.083957,40000000,186167139,82,Horror,472,5.5,2009,40656017.3649981,189220360.8994
1.083957,40000000,186167139,82,Mystery,472,5.5,2009,40656017.3649981,189220360.8994
1.080415,75000000,443140005,88,Comedy,414,5.3,2009,76230032.5593715,450407693.460134
1.080415,75000000,443140005,88,Family,414,5.3,2009,76230032.5593715,450407693.460134
1.080415,75000000,443140005,88,Animation,414,5.3,2009,76230032.5593715,450407693.460134
1.080415,75000000,443140005,88,Fantasy,414,5.3,2009,76230032.5593715,450407693.460134
1.080415,75000000,443140005,88,Music,414,5.3,2009,76230032.5593715,450407693.460134
1.075405,4500000,3606395,104,Drama,130,5.2,2009,4573801.95356229,3665541.44362606
1.075405,4500000,3606395,104,Horror,130,5.2,2009,4573801.95356229,3665541.44362606
1.075405,4500000,3606395,104,Mystery,130,5.2,2009,4573801.95356229,3665541.44362606
1.075405,4500000,3606395,104,Thriller,130,5.2,2009,4573801.95356229,3665541.44362606
1.074072,30000000,114663461,89,Comedy,501,5.8,2009,30492013.0237486,116543991.538669
1.065548,10000000,63647833,110,Drama,205,6.8,2009,10164004.3412495,64691685.0923125
1.04373799999999,60000000,87784194,127,Action,257,6.6,2009,60984026.0474972,89223892.8909091
1.039442,16000000,76514050,87,Horror,186,4.9,2009,16262406.9459992,77768913.6366584
1.039442,16000000,76514050,87,Thriller,186,4.9,2009,16262406.9459992,77768913.6366584
1.039442,16000000,76514050,87,Mystery,186,4.9,2009,16262406.9459992,77768913.6366584
1.037708,14700000,8049666,103,Drama,116,5.6,2009,14941086.3816368,8181684.01696087
1.037708,14700000,8049666,103,Comedy,116,5.6,2009,14941086.3816368,8181684.01696087
1.037708,14700000,8049666,103,Romance,116,5.6,2009,14941086.3816368,8181684.01696087
1.022125,41000000,91636986,105,Comedy,304,6.4,2009,41672417.799123,93139872.3523022
1.01800499999999,22000000,35424826,108,Comedy,170,6.0,2009,22360809.5507489,36005808.5252009
1.01800499999999,22000000,35424826,108,Crime,170,6.0,2009,22360809.5507489,36005808.5252009
1.01800499999999,22000000,35424826,108,Drama,170,6.0,2009,22360809.5507489,36005808.5252009
1.01800499999999,22000000,35424826,108,Thriller,170,6.0,2009,22360809.5507489,36005808.5252009
1.014706,50000000,106303988,98,Adventure,308,5.4,2009,50820021.7062476,108047419.552413
1.014706,50000000,106303988,98,Family,308,5.4,2009,50820021.7062476,108047419.552413
1.014706,50000000,106303988,98,Fantasy,308,5.4,2009,50820021.7062476,108047419.552413
1.014706,50000000,106303988,98,Science Fiction,308,5.4,2009,50820021.7062476,108047419.552413
1.014706,50000000,106303988,98,Thriller,308,5.4,2009,50820021.7062476,108047419.552413
0.999299,27000000,29000000,109,Horror,298,6.0,2009,27442811.7213737,29475612.5896236
0.999299,27000000,29000000,109,Mystery,298,6.0,2009,27442811.7213737,29475612.5896236
0.999299,27000000,29000000,109,Thriller,298,6.0,2009,27442811.7213737,29475612.5896236
0.967776,50000000,36348784,116,Drama,392,7.1,2009,50820021.7062476,36944919.8375141
0.967776,50000000,36348784,116,Comedy,392,7.1,2009,50820021.7062476,36944919.8375141
0.966959,20000000,51416464,98,Fantasy,368,5.9,2009,20328008.682499,52259716.33077
0.966959,20000000,51416464,98,Horror,368,5.9,2009,20328008.682499,52259716.33077
0.966959,20000000,51416464,98,Action,368,5.9,2009,20328008.682499,52259716.33077
0.966959,20000000,51416464,98,Thriller,368,5.9,2009,20328008.682499,52259716.33077
0.966959,20000000,51416464,98,Science Fiction,368,5.9,2009,20328008.682499,52259716.33077
0.965516,39000000,101229792,107,Drama,478,6.5,2009,39639616.9308731,102890004.535178
0.965516,39000000,101229792,107,Romance,478,6.5,2009,39639616.9308731,102890004.535178
0.965516,39000000,101229792,107,Fantasy,478,6.5,2009,39639616.9308731,102890004.535178
0.953705,11000000,791867,108,Drama,333,6.2,2009,11180404.7753744,804853.962569224
0.953705,11000000,791867,108,Horror,333,6.2,2009,11180404.7753744,804853.962569224
0.953705,11000000,791867,108,Thriller,333,6.2,2009,11180404.7753744,804853.962569224
0.908112,18000000,36133014,109,Drama,117,5.5,2009,18295207.8142491,36725611.115843
0.908112,18000000,36133014,109,Romance,117,5.5,2009,18295207.8142491,36725611.115843
0.907448,38000000,45465299,111,Action,367,5.8,2009,38623216.4967482,46210949.6412208
0.905416,17000000,29536299,133,Crime,161,6.1,2009,17278807.3801242,30020707.1260444
0.905416,17000000,29536299,133,Drama,161,6.1,2009,17278807.3801242,30020707.1260444
0.905416,17000000,29536299,133,Thriller,161,6.1,2009,17278807.3801242,30020707.1260444
0.90173,11000000,68233629,90,Horror,379,5.9,2009,11180404.7753744,69352690.137521
0.90173,11000000,68233629,90,Mystery,379,5.9,2009,11180404.7753744,69352690.137521
0.894268,35000000,27409889,105,Drama,201,6.9,2009,35574015.1943733,27859423.0789167
0.894268,35000000,27409889,105,History,201,6.9,2009,35574015.1943733,27859423.0789167
0.894268,35000000,27409889,105,Romance,201,6.9,2009,35574015.1943733,27859423.0789167
0.884343,7000000,31430334,105,Comedy,240,6.4,2009,7114803.03887467,31945805.1222922
0.884343,7000000,31430334,105,Drama,240,6.4,2009,7114803.03887467,31945805.1222922
0.883984,14000000,22852638,98,Thriller,185,6.1,2009,14229606.0777493,23227431.1841004
0.883984,14000000,22852638,98,Mystery,185,6.1,2009,14229606.0777493,23227431.1841004
0.883984,14000000,22852638,98,Adventure,185,6.1,2009,14229606.0777493,23227431.1841004
0.850476,40000000,12206028,101,Action,114,5.2,2009,40656017.3649981,12406212.1581413
0.850476,40000000,12206028,101,Crime,114,5.2,2009,40656017.3649981,12406212.1581413
0.850476,40000000,12206028,101,Mystery,114,5.2,2009,40656017.3649981,12406212.1581413
0.850476,40000000,12206028,101,Thriller,114,5.2,2009,40656017.3649981,12406212.1581413
0.8342,13000000,10652035,98,Comedy,311,6.3,2009,13213205.6436243,10826732.9983141
0.8342,13000000,10652035,98,Drama,311,6.3,2009,13213205.6436243,10826732.9983141
0.8342,13000000,10652035,98,Romance,311,6.3,2009,13213205.6436243,10826732.9983141
0.830596999999999,13000000,754249,161,Fantasy,195,7.1,2009,13213205.6436243,766619.011038312
0.830596999999999,13000000,754249,161,Drama,195,7.1,2009,13213205.6436243,766619.011038312
0.826039,20000000,17280326,108,Action,130,5.9,2009,20328008.682499,17563730.8482207
0.826039,20000000,17280326,108,Adventure,130,5.9,2009,20328008.682499,17563730.8482207
0.826039,20000000,17280326,108,Drama,130,5.9,2009,20328008.682499,17563730.8482207
0.826039,20000000,17280326,108,Thriller,130,5.9,2009,20328008.682499,17563730.8482207
0.816681,9000000,70000000,170,Drama,662,7.8,2009,9147603.90712458,71148030.3887467
0.816681,9000000,70000000,170,Comedy,662,7.8,2009,9147603.90712458,71148030.3887467
0.816681,9000000,70000000,170,Romance,662,7.8,2009,9147603.90712458,71148030.3887467
0.813322999999999,150000000,836297228,150,Science Fiction,2230,6.0,2009,152460065.118743,850012865.596695
0.813322999999999,150000000,836297228,150,Action,2230,6.0,2009,152460065.118743,850012865.596695
0.813322999999999,150000000,836297228,150,Adventure,2230,6.0,2009,152460065.118743,850012865.596695
0.811236,24000000,68729358,93,Comedy,435,5.8,2009,24393610.4189988,69856549.3083293
0.811236,24000000,68729358,93,War,435,5.8,2009,24393610.4189988,69856549.3083293
0.796760999999999,40000000,60462347,99,Action,218,6.1,2009,40656017.3649981,61453955.7390135
0.796760999999999,40000000,60462347,99,Crime,218,6.1,2009,40656017.3649981,61453955.7390135
0.796760999999999,40000000,60462347,99,Thriller,218,6.1,2009,40656017.3649981,61453955.7390135
0.790326,20000000,5210988,111,Comedy,75,5.5,2009,20328008.682499,5296450.46541992
0.790326,20000000,5210988,111,Drama,75,5.5,2009,20328008.682499,5296450.46541992
0.790326,20000000,5210988,111,Family,75,5.5,2009,20328008.682499,5296450.46541992
0.790326,20000000,5210988,111,Music,75,5.5,2009,20328008.682499,5296450.46541992
0.786389999999999,100000000,100086793,101,Family,312,6.3,2009,101640043.412495,101728259.855374
0.786389999999999,100000000,100086793,101,Fantasy,312,6.3,2009,101640043.412495,101728259.855374
0.786159,85000000,219103655,121,Comedy,225,6.2,2009,86394036.900621,222697050.060364
0.786159,85000000,219103655,121,Romance,225,6.2,2009,86394036.900621,222697050.060364
0.760048,100000000,68688831,102,Adventure,220,5.4,2009,101640043.412495,69815357.6479355
0.760048,100000000,68688831,102,Comedy,220,5.4,2009,101640043.412495,69815357.6479355
0.760048,100000000,68688831,102,Science Fiction,220,5.4,2009,101640043.412495,69815357.6479355
0.756385,60000000,122233971,134,Drama,675,6.9,2009,60984026.0474972,124238661.189216
0.756385,60000000,122233971,134,History,675,6.9,2009,60984026.0474972,124238661.189216
0.748763,70000000,104945765,91,Science Fiction,354,5.7,2009,71148030.3887467,106666921.105575
0.748763,70000000,104945765,91,Animation,354,5.7,2009,71148030.3887467,106666921.105575
0.748763,70000000,104945765,91,Family,354,5.7,2009,71148030.3887467,106666921.105575
0.748763,70000000,104945765,91,Comedy,354,5.7,2009,71148030.3887467,106666921.105575
0.748763,70000000,104945765,91,Adventure,354,5.7,2009,71148030.3887467,106666921.105575
0.717595,60000000,62357900,97,Comedy,312,4.5,2009,60984026.0474972,63380596.6311204
0.717595,60000000,62357900,97,Adventure,312,4.5,2009,60984026.0474972,63380596.6311204
0.713022,4500000,744816,97,Comedy,11,5.1,2009,4573801.95356229,757031.305743211
0.713022,4500000,744816,97,Drama,11,5.1,2009,4573801.95356229,757031.305743211
0.710966,12000000,1644755,111,Drama,36,6.2,2009,12196805.2094994,1671729.69602918
0.710966,12000000,1644755,111,Romance,36,6.2,2009,12196805.2094994,1671729.69602918
0.694443,15000000,100734718,101,Mystery,151,5.3,2009,15246006.5118743,102386811.106654
0.694443,15000000,100734718,101,Horror,151,5.3,2009,15246006.5118743,102386811.106654
0.6642,35000000,92219310,88,Comedy,124,5.2,2009,35574015.1943733,93731746.7187036
0.6642,35000000,92219310,88,Family,124,5.2,2009,35574015.1943733,93731746.7187036
0.661609,70000000,39041505,127,Adventure,238,6.6,2009,71148030.3887467,39681802.6308915
0.661609,70000000,39041505,127,Drama,238,6.6,2009,71148030.3887467,39681802.6308915
0.661609,70000000,39041505,127,History,238,6.6,2009,71148030.3887467,39681802.6308915
0.652939,8000000,10629321,118,Action,151,5.9,2009,8131203.47299962,10803646.4788534
0.652939,8000000,10629321,118,Thriller,151,5.9,2009,8131203.47299962,10803646.4788534
0.652939,8000000,10629321,118,Crime,151,5.9,2009,8131203.47299962,10803646.4788534
0.643829,25000000,10589102,122,Drama,157,5.8,2009,25410010.8531238,10762767.8697934
0.643829,25000000,10589102,122,Crime,157,5.8,2009,25410010.8531238,10762767.8697934
0.643164,30000000,61808775,123,Adventure,502,6.2,2009,30492013.0237486,62822465.7427315
0.643164,30000000,61808775,123,Fantasy,502,6.2,2009,30492013.0237486,62822465.7427315
0.643164,30000000,61808775,123,Mystery,502,6.2,2009,30492013.0237486,62822465.7427315
0.642045,20000000,1017401,90,Crime,63,6.0,2009,20328008.682499,1034086.81807916
0.642045,20000000,1017401,90,Drama,63,6.0,2009,20328008.682499,1034086.81807916
0.642045,20000000,1017401,90,Horror,63,6.0,2009,20328008.682499,1034086.81807916
0.642045,20000000,1017401,90,Mystery,63,6.0,2009,20328008.682499,1034086.81807916
0.642045,20000000,1017401,90,Thriller,63,6.0,2009,20328008.682499,1034086.81807916
